epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,2018.11,1.33043,0.7055,0.96928,0.92696,0.88235,0.94919,0.58533,1.22764,0.58037,0.89325,2.872e-05,2.872e-05,2.872e-05
38,2071.25,1.28997,0.67211,0.94877,0.94042,0.92842,0.9579,0.57836,1.21623,0.56522,0.91174,2.674e-05,2.674e-05,2.674e-05
39,2123.89,1.3172,0.67377,0.94834,0.9176,0.90068,0.93812,0.57759,1.25252,0.58888,0.92201,2.476e-05,2.476e-05,2.476e-05
40,2176.56,1.29124,0.66487,0.95053,0.87607,0.93565,0.93781,0.56814,1.25253,0.59293,0.91599,2.278e-05,2.278e-05,2.278e-05
41,2256.6,1.37807,0.70985,0.99833,0.89037,0.91912,0.94158,0.57293,1.25504,0.58685,0.8929,2.08e-05,2.08e-05,2.08e-05
42,2310.71,1.29641,0.68431,0.95925,0.88505,0.90579,0.93902,0.5636,1.27563,0.58989,0.90704,1.882e-05,1.882e-05,1.882e-05
43,2363.1,1.30879,0.68349,0.96685,0.8728,0.89706,0.93431,0.56601,1.25333,0.58875,0.90705,1.684e-05,1.684e-05,1.684e-05
44,2415.37,1.28268,0.66663,0.9586,0.90717,0.88235,0.941,0.58115,1.23015,0.57728,0.90374,1.486e-05,1.486e-05,1.486e-05
45,2473.33,1.2941,0.66788,0.9672,0.94252,0.86029,0.94063,0.58746,1.23255,0.57776,0.89867,1.288e-05,1.288e-05,1.288e-05
46,2525.69,1.26676,0.64277,0.96284,0.92179,0.83824,0.93146,0.56502,1.24994,0.59275,0.90871,1.09e-05,1.09e-05,1.09e-05
47,2577.89,1.26328,0.68144,0.96723,0.92646,0.875,0.93632,0.58331,1.23067,0.57888,0.90262,8.92e-06,8.92e-06,8.92e-06
48,2632.42,1.23202,0.64391,0.94351,0.89604,0.91176,0.93953,0.57573,1.24961,0.5821,0.91141,6.94e-06,6.94e-06,6.94e-06
49,2686.31,1.23409,0.63795,0.96237,0.87971,0.91176,0.9378,0.58672,1.23208,0.5731,0.9105,4.96e-06,4.96e-06,4.96e-06
50,2740.22,1.26884,0.65226,0.96389,0.88551,0.91912,0.93836,0.57908,1.22755,0.57357,0.90784,2.98e-06,2.98e-06,2.98e-06
