epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,512.539,1.45965,0.85255,0.97311,0.86039,0.83088,0.9026,0.49445,1.32882,0.74331,0.86475,6.634e-05,6.634e-05,6.634e-05
19,541.672,1.54052,0.86784,0.98306,0.93287,0.82353,0.9141,0.54784,1.32995,0.68408,0.88529,6.436e-05,6.436e-05,6.436e-05
20,570.958,1.49862,0.88327,0.96458,0.90494,0.82353,0.89782,0.51536,1.2314,0.71463,0.86616,6.238e-05,6.238e-05,6.238e-05
21,600.145,1.46225,0.85694,0.98195,0.90652,0.85565,0.92724,0.53226,1.33018,0.70573,0.89134,6.04e-05,6.04e-05,6.04e-05
22,629.217,1.49151,0.87319,0.97185,0.96499,0.84559,0.93226,0.54737,1.23935,0.6653,0.87329,5.842e-05,5.842e-05,5.842e-05
23,658.413,1.46216,0.86099,0.97717,0.92017,0.84755,0.91949,0.53563,1.27282,0.67811,0.86586,5.644e-05,5.644e-05,5.644e-05
24,687.494,1.47422,0.85789,0.95853,0.92721,0.86029,0.91774,0.52895,1.25722,0.66526,0.86062,5.446e-05,5.446e-05,5.446e-05
25,716.655,1.4612,0.84199,0.96471,0.95895,0.85876,0.934,0.55888,1.2142,0.64973,0.86548,5.248e-05,5.248e-05,5.248e-05
26,746.138,1.4431,0.83569,0.96238,0.94005,0.80706,0.91588,0.51589,1.27678,0.7218,0.87725,5.05e-05,5.05e-05,5.05e-05
27,775.325,1.45553,0.81851,0.95245,0.94982,0.84559,0.93235,0.54796,1.24969,0.6585,0.87118,4.852e-05,4.852e-05,4.852e-05
28,804.546,1.43228,0.81024,0.96531,0.96431,0.84559,0.92351,0.54002,1.2736,0.67644,0.8848,4.654e-05,4.654e-05,4.654e-05
29,833.861,1.41099,0.8352,0.95651,0.93558,0.81618,0.91033,0.52731,1.3323,0.69727,0.88887,4.456e-05,4.456e-05,4.456e-05
30,863.112,1.42736,0.76457,0.96505,0.95722,0.86029,0.92308,0.5496,1.25323,0.65733,0.87356,4.258e-05,4.258e-05,4.258e-05
31,892.299,1.39478,0.78493,0.95623,0.9565,0.88235,0.93937,0.54064,1.27014,0.65973,0.87291,4.06e-05,4.06e-05,4.06e-05
32,921.428,1.41584,0.79741,0.95559,0.92956,0.87335,0.91812,0.5395,1.30897,0.66726,0.87353,3.862e-05,3.862e-05,3.862e-05
33,950.602,1.39878,0.78036,0.95561,0.94733,0.875,0.93462,0.53656,1.28127,0.64104,0.87607,3.664e-05,3.664e-05,3.664e-05
34,979.764,1.38277,0.78809,0.93819,0.94736,0.86029,0.93432,0.54747,1.25189,0.64579,0.86832,3.466e-05,3.466e-05,3.466e-05
35,1008.8,1.38178,0.78884,0.95657,0.93277,0.86765,0.93154,0.53139,1.29057,0.68574,0.87008,3.268e-05,3.268e-05,3.268e-05
36,1037.88,1.39,0.78499,0.94877,0.95879,0.84559,0.94001,0.55586,1.23474,0.64053,0.86307,3.07e-05,3.07e-05,3.07e-05
37,1066.97,1.38873,0.77783,0.95676,0.9578,0.88235,0.94001,0.57589,1.21933,0.61855,0.86756,2.872e-05,2.872e-05,2.872e-05
38,1096.24,1.37138,0.76207,0.93551,0.95199,0.87483,0.94378,0.55238,1.24354,0.63381,0.88025,2.674e-05,2.674e-05,2.674e-05
39,1125.24,1.38237,0.75546,0.92865,0.93445,0.83853,0.91646,0.54385,1.28645,0.65459,0.88761,2.476e-05,2.476e-05,2.476e-05
40,1154.37,1.35627,0.74075,0.92776,0.94863,0.85294,0.91773,0.54975,1.24934,0.63164,0.87407,2.278e-05,2.278e-05,2.278e-05
41,1212.5,1.40733,0.78346,0.95611,0.95984,0.86029,0.93873,0.56597,1.2315,0.63252,0.85932,2.08e-05,2.08e-05,2.08e-05
42,1241.19,1.36145,0.76123,0.93601,0.95904,0.86088,0.9307,0.54458,1.24349,0.62323,0.86735,1.882e-05,1.882e-05,1.882e-05
43,1269.99,1.36437,0.76148,0.93658,0.94913,0.86029,0.92314,0.53925,1.24311,0.63978,0.86722,1.684e-05,1.684e-05,1.684e-05
44,1298.85,1.3491,0.74384,0.93809,0.9669,0.85924,0.93124,0.55517,1.26283,0.63886,0.87293,1.486e-05,1.486e-05,1.486e-05
45,1327.74,1.35023,0.7475,0.93744,0.96785,0.86765,0.9404,0.56028,1.25494,0.62879,0.87397,1.288e-05,1.288e-05,1.288e-05
46,1356.36,1.34852,0.74332,0.94584,0.94842,0.84559,0.92132,0.53082,1.27894,0.66158,0.87633,1.09e-05,1.09e-05,1.09e-05
47,1385.11,1.34719,0.76966,0.94305,0.93408,0.84559,0.90985,0.55637,1.22757,0.63618,0.87104,8.92e-06,8.92e-06,8.92e-06
48,1413.86,1.30202,0.73689,0.92922,0.94882,0.86029,0.92707,0.54605,1.2619,0.63999,0.87705,6.94e-06,6.94e-06,6.94e-06
49,1442.72,1.31329,0.72153,0.94549,0.95408,0.86765,0.93495,0.56021,1.24783,0.62203,0.8734,4.96e-06,4.96e-06,4.96e-06
50,1471.45,1.35328,0.73514,0.94795,0.9547,0.86029,0.92734,0.55249,1.25508,0.63971,0.87694,2.98e-06,2.98e-06,2.98e-06
