epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,706.957,1.63664,0.98495,1.09947,0.83607,0.55882,0.71536,0.34922,1.52166,1.05537,1.01912,0.00167,0.00167,0.00167
27,732.868,1.62493,0.99458,1.0902,0.90413,0.91176,0.93435,0.48385,1.39823,0.77229,0.96927,0.0016568,0.0016568,0.0016568
28,758.833,1.65101,0.97409,1.09304,0.90852,0.81618,0.87117,0.47029,1.40644,0.82778,0.96754,0.0016436,0.0016436,0.0016436
29,784.706,1.55239,0.94345,1.06395,0.95768,0.84559,0.9087,0.43238,1.47972,0.80011,0.97357,0.0016304,0.0016304,0.0016304
30,810.806,1.57135,0.94011,1.08172,0.86727,0.81675,0.84954,0.39368,1.62815,0.86489,1.05822,0.0016172,0.0016172,0.0016172
31,837.002,1.58528,0.96148,1.06077,0.85592,0.7426,0.82011,0.41531,1.42865,0.80309,0.99332,0.001604,0.001604,0.001604
32,862.964,1.61369,0.96563,1.09521,0.86621,0.79412,0.84847,0.40299,1.38318,0.83617,0.95884,0.0015908,0.0015908,0.0015908
33,889.002,1.59695,0.98938,1.06324,0.90342,0.84559,0.88884,0.45643,1.34527,0.77533,0.95836,0.0015776,0.0015776,0.0015776
34,915.252,1.57264,0.94725,1.06944,0.91423,0.81618,0.87573,0.4512,1.38778,0.77933,0.96468,0.0015644,0.0015644,0.0015644
35,941.317,1.53688,0.91009,1.05409,0.8806,0.81342,0.83129,0.41909,1.46231,0.80094,1.00387,0.0015512,0.0015512,0.0015512
36,967.466,1.54449,0.90918,1.07694,0.93644,0.86666,0.90892,0.47341,1.33111,0.75376,0.94931,0.001538,0.001538,0.001538
37,993.495,1.58212,0.94591,1.0847,0.91018,0.86765,0.92407,0.47091,1.33432,0.76259,0.95668,0.0015248,0.0015248,0.0015248
38,1019.62,1.54775,0.93358,1.05111,0.86376,0.8391,0.85254,0.4627,1.39616,0.7893,0.98416,0.0015116,0.0015116,0.0015116
39,1045.52,1.60209,0.95209,1.05996,0.9253,0.81974,0.91168,0.4646,1.37598,0.77696,0.95271,0.0014984,0.0014984,0.0014984
40,1072.4,1.58122,0.8981,1.07362,0.94315,0.8539,0.91248,0.46652,1.50602,0.72667,0.97717,0.0014852,0.0014852,0.0014852
41,1099.52,1.58918,0.91923,1.06138,0.94922,0.90441,0.93698,0.49558,1.32519,0.73361,0.96843,0.001472,0.001472,0.001472
42,1126.42,1.5128,0.90424,1.04571,0.8735,0.80147,0.8808,0.42778,1.60623,0.82956,1.04534,0.0014588,0.0014588,0.0014588
43,1153.24,1.50908,0.89324,1.04769,0.92481,0.90441,0.92659,0.48915,1.28317,0.69463,0.93415,0.0014456,0.0014456,0.0014456
44,1179.61,1.50173,0.87184,1.02432,0.88921,0.83088,0.87613,0.48485,1.36179,0.73975,0.95006,0.0014324,0.0014324,0.0014324
45,1204.74,1.52849,0.88387,1.04213,0.9259,0.82692,0.88473,0.46341,1.35327,0.7497,0.95536,0.0014192,0.0014192,0.0014192
46,1230.1,1.5497,0.92033,1.06375,0.93717,0.83088,0.91675,0.50921,1.2323,0.70398,0.94257,0.001406,0.001406,0.001406
47,1255.42,1.49508,0.89302,1.03723,0.9434,0.88971,0.91205,0.48988,1.28301,0.70829,0.94401,0.0013928,0.0013928,0.0013928
48,1281.18,1.52131,0.88592,1.04503,0.88937,0.82755,0.86431,0.49259,1.27136,0.72488,0.94019,0.0013796,0.0013796,0.0013796
49,1306.42,1.48735,0.87811,1.04379,0.90718,0.86029,0.92388,0.50161,1.3026,0.74028,0.95201,0.0013664,0.0013664,0.0013664
50,1331.62,1.49865,0.86412,1.02915,0.91941,0.8389,0.91806,0.51961,1.3066,0.68532,0.94983,0.0013532,0.0013532,0.0013532
51,1356.94,1.5409,0.87798,1.05947,0.71371,0.74265,0.8126,0.41184,1.403,0.81902,0.97019,0.00134,0.00134,0.00134
52,1383.18,1.4926,0.88737,1.03178,0.92752,0.86765,0.92146,0.52112,1.32623,0.72864,0.95186,0.0013268,0.0013268,0.0013268
53,1408.48,1.4807,0.85841,1.03587,0.90338,0.88971,0.92017,0.51783,1.26282,0.68216,0.94454,0.0013136,0.0013136,0.0013136
54,1434.24,1.50096,0.88468,1.02483,0.90622,0.88235,0.90849,0.51471,1.3214,0.69798,0.97763,0.0013004,0.0013004,0.0013004
55,1464.97,1.47724,0.86253,1.02998,0.9215,0.77685,0.88125,0.45517,1.39871,0.79093,0.9747,0.0012872,0.0012872,0.0012872
56,1490.35,1.46325,0.86377,1.03298,0.84615,0.84559,0.8945,0.49749,1.27404,0.73389,0.95145,0.001274,0.001274,0.001274
57,1515.61,1.49181,0.85827,1.02923,0.88686,0.86457,0.91238,0.51438,1.29872,0.69977,0.93315,0.0012608,0.0012608,0.0012608
58,1541.4,1.48711,0.85639,1.04896,0.94378,0.86404,0.92651,0.50264,1.32835,0.73317,0.96809,0.0012476,0.0012476,0.0012476
59,1573.24,1.52529,0.8802,1.04801,0.93259,0.89706,0.92083,0.50919,1.30541,0.68621,0.94564,0.0012344,0.0012344,0.0012344
60,1598.36,1.47698,0.86586,1.02952,0.91924,0.83694,0.90931,0.49668,1.37995,0.74491,0.97326,0.0012212,0.0012212,0.0012212
61,1623.51,1.47177,0.87053,1.0189,0.9136,0.88971,0.93439,0.521,1.25768,0.67376,0.93083,0.001208,0.001208,0.001208
62,1648.63,1.43498,0.86415,1.02402,0.91002,0.83088,0.90742,0.51111,1.26641,0.72811,0.93337,0.0011948,0.0011948,0.0011948
63,1673.8,1.45322,0.84245,1.0099,0.88551,0.85304,0.89978,0.50001,1.23554,0.71166,0.9332,0.0011816,0.0011816,0.0011816
64,1698.93,1.45582,0.82497,1.02726,0.94755,0.80147,0.91203,0.52035,1.24158,0.67687,0.92223,0.0011684,0.0011684,0.0011684
65,1724.06,1.47059,0.82487,1.0303,0.94957,0.83824,0.90855,0.50632,1.27848,0.70807,0.94048,0.0011552,0.0011552,0.0011552
66,1749.24,1.47546,0.83523,1.03675,0.90342,0.82539,0.89375,0.54046,1.20736,0.67041,0.92344,0.001142,0.001142,0.001142
67,1774.46,1.43879,0.83916,1.0217,0.93125,0.79681,0.92323,0.45044,1.38456,0.76419,0.9574,0.0011288,0.0011288,0.0011288
68,1799.57,1.47081,0.84945,1.00086,0.88535,0.85176,0.91161,0.51434,1.24389,0.69262,0.94032,0.0011156,0.0011156,0.0011156
69,1824.71,1.43868,0.80092,1.02272,0.92976,0.87598,0.94066,0.53338,1.27577,0.70324,0.93535,0.0011024,0.0011024,0.0011024
70,1849.74,1.46683,0.82079,1.00885,0.93621,0.86338,0.92663,0.5298,1.22786,0.66496,0.92789,0.0010892,0.0010892,0.0010892
71,1876.09,1.44074,0.82478,1.02971,0.9036,0.88971,0.92579,0.54671,1.21507,0.65093,0.92682,0.001076,0.001076,0.001076
72,1902.51,1.44152,0.79478,1.01389,0.89133,0.78402,0.89374,0.50282,1.23216,0.68632,0.9342,0.0010628,0.0010628,0.0010628
73,1928.3,1.47139,0.79501,1.02418,0.914,0.85294,0.92002,0.51929,1.21697,0.67332,0.94958,0.0010496,0.0010496,0.0010496
74,1953.43,1.44569,0.81828,1.01607,0.94265,0.85294,0.91378,0.5452,1.19637,0.65895,0.9406,0.0010364,0.0010364,0.0010364
75,1978.57,1.42173,0.79094,1.01887,0.95879,0.83824,0.92767,0.54665,1.19834,0.61559,0.93437,0.0010232,0.0010232,0.0010232
76,2005.36,1.40069,0.77685,1.00366,0.92245,0.87463,0.90024,0.54443,1.15757,0.63381,0.90567,0.00101,0.00101,0.00101
77,2030.52,1.40111,0.81045,1.00612,0.93568,0.86765,0.93192,0.55864,1.14341,0.62495,0.9064,0.0009968,0.0009968,0.0009968
78,2055.72,1.39849,0.80145,0.99538,0.88869,0.88055,0.93089,0.54034,1.19929,0.66783,0.90464,0.0009836,0.0009836,0.0009836
79,2080.83,1.40887,0.76246,1.00264,0.88855,0.82069,0.90379,0.52825,1.20805,0.67457,0.9156,0.0009704,0.0009704,0.0009704
80,2106,1.38748,0.77659,0.99787,0.91576,0.91912,0.94149,0.51399,1.22258,0.67994,0.91778,0.0009572,0.0009572,0.0009572
81,2131.16,1.43749,0.7948,1.00614,0.93796,0.86765,0.92692,0.54866,1.18949,0.62166,0.92242,0.000944,0.000944,0.000944
82,2156.35,1.39406,0.77352,0.98754,0.94865,0.85294,0.9448,0.53519,1.26155,0.66279,0.94078,0.0009308,0.0009308,0.0009308
83,2181.52,1.4195,0.77313,1.00743,0.92201,0.86927,0.92767,0.55593,1.14402,0.66107,0.89927,0.0009176,0.0009176,0.0009176
84,2206.6,1.40932,0.80381,1.00583,0.93013,0.88093,0.92259,0.52884,1.23678,0.66308,0.97273,0.0009044,0.0009044,0.0009044
85,2231.69,1.37758,0.77387,0.9942,0.90193,0.84559,0.91729,0.52428,1.17754,0.66254,0.90848,0.0008912,0.0008912,0.0008912
86,2256.77,1.38273,0.77065,1.00362,0.97573,0.88701,0.9508,0.53881,1.19315,0.6634,0.95975,0.000878,0.000878,0.000878
87,2281.81,1.34013,0.7381,1.00475,0.95868,0.85306,0.91307,0.52624,1.19059,0.63577,0.92227,0.0008648,0.0008648,0.0008648
88,2306.98,1.35435,0.74342,1.0028,0.93606,0.90441,0.94045,0.54948,1.21357,0.64486,0.92058,0.0008516,0.0008516,0.0008516
89,2332.08,1.374,0.77391,0.99028,0.92733,0.93837,0.95651,0.54137,1.22099,0.63223,0.92278,0.0008384,0.0008384,0.0008384
90,2357.19,1.38855,0.75095,1.00231,0.86861,0.80882,0.89262,0.51345,1.24489,0.6791,0.91772,0.0008252,0.0008252,0.0008252
91,2382.24,1.36278,0.75851,0.99598,0.94083,0.875,0.9335,0.56563,1.18373,0.64344,0.91984,0.000812,0.000812,0.000812
92,2407.39,1.34532,0.76439,0.98026,0.91514,0.87227,0.93579,0.54302,1.18038,0.68149,0.93721,0.0007988,0.0007988,0.0007988
93,2432.56,1.36549,0.77841,0.99125,0.92328,0.85294,0.91484,0.54023,1.1673,0.64026,0.91088,0.0007856,0.0007856,0.0007856
94,2457.64,1.35668,0.75031,0.98248,0.97424,0.83413,0.93628,0.5319,1.20286,0.64881,0.9166,0.0007724,0.0007724,0.0007724
95,2482.69,1.36838,0.75202,0.98845,0.90991,0.81689,0.90156,0.51642,1.20458,0.64816,0.912,0.0007592,0.0007592,0.0007592
96,2507.77,1.40582,0.7689,1.00635,0.91666,0.875,0.93878,0.52729,1.24258,0.64006,0.92815,0.000746,0.000746,0.000746
97,2532.88,1.36001,0.76312,0.98917,0.92312,0.875,0.93913,0.5517,1.19655,0.63155,0.93514,0.0007328,0.0007328,0.0007328
98,2558.04,1.34692,0.73611,0.98763,0.88657,0.86204,0.91436,0.53922,1.21499,0.6371,0.92666,0.0007196,0.0007196,0.0007196
99,2583.1,1.34447,0.74079,0.99215,0.96664,0.89706,0.95668,0.55356,1.24318,0.65061,0.95195,0.0007064,0.0007064,0.0007064
100,2608.19,1.33502,0.73209,0.985,0.95052,0.8475,0.92779,0.51359,1.26892,0.653,0.93599,0.0006932,0.0006932,0.0006932
101,2633.28,1.3265,0.72533,1.00341,0.9222,0.87162,0.93545,0.53143,1.23185,0.65291,0.94821,0.00068,0.00068,0.00068
102,2658.32,1.30565,0.71966,0.97479,0.91333,0.83088,0.92086,0.51984,1.24657,0.63829,0.94871,0.0006668,0.0006668,0.0006668
103,2683.53,1.30965,0.68741,0.99434,0.9449,0.88272,0.94513,0.55449,1.19899,0.61564,0.94333,0.0006536,0.0006536,0.0006536
104,2708.62,1.3273,0.73496,0.96695,0.94419,0.85294,0.93032,0.51985,1.29346,0.66002,0.95431,0.0006404,0.0006404,0.0006404
105,2733.76,1.31135,0.71242,0.96703,0.9603,0.88931,0.94541,0.53928,1.22034,0.62578,0.93957,0.0006272,0.0006272,0.0006272
106,2758.75,1.35357,0.72818,0.98573,0.94299,0.85131,0.93651,0.53717,1.22928,0.64855,0.94209,0.000614,0.000614,0.000614
107,2783.83,1.32507,0.73585,0.98768,0.97954,0.88971,0.94982,0.56537,1.21822,0.62239,0.93478,0.0006008,0.0006008,0.0006008
108,2808.81,1.32805,0.74081,0.99483,0.94386,0.88971,0.93808,0.56533,1.20207,0.62528,0.9377,0.0005876,0.0005876,0.0005876
109,2833.81,1.3014,0.70058,0.96823,0.91173,0.89706,0.94334,0.56108,1.20384,0.62258,0.94156,0.0005744,0.0005744,0.0005744
110,2858.8,1.31053,0.70724,0.96993,0.93208,0.90816,0.9493,0.54242,1.27575,0.6345,0.99464,0.0005612,0.0005612,0.0005612
111,2883.8,1.2888,0.70543,0.97904,0.91993,0.8448,0.91441,0.53436,1.24657,0.63793,0.95943,0.000548,0.000548,0.000548
112,2908.79,1.3394,0.74038,0.9887,0.96487,0.86765,0.95143,0.55298,1.16544,0.60841,0.91455,0.0005348,0.0005348,0.0005348
113,2933.78,1.3154,0.72791,0.97313,0.91838,0.86765,0.9443,0.52846,1.22391,0.63252,0.94602,0.0005216,0.0005216,0.0005216
114,2958.78,1.29304,0.70257,0.97152,0.89373,0.80394,0.90073,0.54579,1.18246,0.63678,0.93455,0.0005084,0.0005084,0.0005084
115,2983.77,1.30541,0.71683,0.96988,0.95092,0.83088,0.93155,0.55191,1.17757,0.61532,0.92978,0.0004952,0.0004952,0.0004952
116,3008.77,1.30097,0.702,0.976,0.95373,0.875,0.94326,0.56251,1.16913,0.5964,0.9405,0.000482,0.000482,0.000482
117,3033.8,1.28071,0.68192,0.97312,0.96806,0.88235,0.95064,0.54894,1.22666,0.61295,0.9454,0.0004688,0.0004688,0.0004688
118,3058.76,1.28658,0.69408,0.97906,0.96206,0.86029,0.94701,0.54744,1.19897,0.61878,0.94197,0.0004556,0.0004556,0.0004556
119,3083.75,1.29305,0.68878,0.96415,0.91711,0.875,0.93121,0.55827,1.14857,0.59418,0.93556,0.0004424,0.0004424,0.0004424
120,3108.7,1.28032,0.67282,0.96528,0.94092,0.86765,0.93664,0.53719,1.24775,0.63758,0.97493,0.0004292,0.0004292,0.0004292
121,3133.66,1.26108,0.67839,0.95802,0.92935,0.87052,0.92902,0.56092,1.18005,0.60704,0.93486,0.000416,0.000416,0.000416
122,3158.74,1.27712,0.6886,0.97213,0.94517,0.88722,0.93682,0.54536,1.19947,0.6104,0.94644,0.0004028,0.0004028,0.0004028
123,3183.7,1.22908,0.67766,0.95707,0.95226,0.86765,0.94181,0.54954,1.18503,0.59963,0.94825,0.0003896,0.0003896,0.0003896
124,3208.7,1.3043,0.68672,0.98299,0.91324,0.86029,0.93246,0.5643,1.18102,0.61661,0.90884,0.0003764,0.0003764,0.0003764
125,3233.67,1.26739,0.68536,0.94212,0.93696,0.875,0.94081,0.56907,1.19387,0.61056,0.91971,0.0003632,0.0003632,0.0003632
126,3258.73,1.24547,0.67095,0.96699,0.93642,0.85294,0.9237,0.53907,1.2163,0.62109,0.94069,0.00035,0.00035,0.00035
127,3283.74,1.24624,0.68089,0.95805,0.90748,0.88235,0.93334,0.55601,1.17528,0.6023,0.91941,0.0003368,0.0003368,0.0003368
128,3308.68,1.23941,0.66996,0.9651,0.9443,0.87259,0.93732,0.56733,1.18452,0.60235,0.94795,0.0003236,0.0003236,0.0003236
129,3333.65,1.24547,0.67977,0.96592,0.95669,0.86029,0.94133,0.56487,1.1923,0.6096,0.92624,0.0003104,0.0003104,0.0003104
130,3358.65,1.24072,0.67779,0.93717,0.94451,0.87612,0.93956,0.57408,1.1572,0.59828,0.93061,0.0002972,0.0002972,0.0002972
131,3383.69,1.25638,0.67989,0.94135,0.94909,0.82353,0.92577,0.56495,1.16217,0.59574,0.90998,0.000284,0.000284,0.000284
132,3408.64,1.21952,0.65792,0.9517,0.93551,0.86765,0.92997,0.56199,1.15558,0.59122,0.90541,0.0002708,0.0002708,0.0002708
133,3433.66,1.19528,0.65596,0.96297,0.91302,0.86765,0.93509,0.56982,1.18394,0.60875,0.92699,0.0002576,0.0002576,0.0002576
134,3458.62,1.22782,0.65448,0.95157,0.94405,0.86853,0.9345,0.57266,1.14987,0.60057,0.90668,0.0002444,0.0002444,0.0002444
135,3483.58,1.18007,0.63316,0.9543,0.94093,0.86029,0.93781,0.5823,1.13834,0.5874,0.91236,0.0002312,0.0002312,0.0002312
136,3508.63,1.23837,0.67543,0.94251,0.95975,0.88235,0.9482,0.5637,1.2106,0.61185,0.92987,0.000218,0.000218,0.000218
137,3533.59,1.19676,0.65108,0.93839,0.9351,0.84559,0.93004,0.56634,1.19046,0.61299,0.92233,0.0002048,0.0002048,0.0002048
138,3558.55,1.24547,0.65458,0.94992,0.95045,0.84559,0.93875,0.56591,1.14223,0.58916,0.90599,0.0001916,0.0001916,0.0001916
139,3583.52,1.1911,0.64897,0.93658,0.95836,0.84623,0.94369,0.56925,1.17205,0.60466,0.92939,0.0001784,0.0001784,0.0001784
140,3608.5,1.19533,0.6468,0.94701,0.91729,0.86029,0.92881,0.57204,1.15994,0.60049,0.91091,0.0001652,0.0001652,0.0001652
141,3666.24,1.24335,0.65479,0.96241,0.91606,0.88235,0.94311,0.56528,1.192,0.59782,0.93221,0.000152,0.000152,0.000152
142,3691.35,1.2298,0.64558,0.96059,0.93638,0.86584,0.94004,0.57547,1.17457,0.58037,0.93778,0.0001388,0.0001388,0.0001388
143,3716.28,1.22654,0.66628,0.96846,0.91057,0.89706,0.94581,0.56636,1.21634,0.59977,0.93707,0.0001256,0.0001256,0.0001256
144,3741.31,1.20586,0.64736,0.97792,0.97459,0.84603,0.94563,0.56721,1.20427,0.59488,0.94205,0.0001124,0.0001124,0.0001124
145,3766.18,1.21521,0.66016,0.96163,0.92779,0.88235,0.94567,0.57998,1.16417,0.58312,0.92893,9.92e-05,9.92e-05,9.92e-05
146,3791.08,1.21424,0.66703,0.97913,0.94356,0.88235,0.94335,0.58181,1.1706,0.58242,0.92598,8.6e-05,8.6e-05,8.6e-05
147,3816,1.19541,0.64365,0.95551,0.93431,0.88971,0.9456,0.56538,1.193,0.59246,0.92897,7.28e-05,7.28e-05,7.28e-05
148,3840.94,1.17185,0.62325,0.95005,0.91753,0.86765,0.93848,0.57849,1.18164,0.57826,0.93192,5.96e-05,5.96e-05,5.96e-05
149,3865.86,1.18612,0.63435,0.94666,0.92549,0.875,0.94518,0.57266,1.17405,0.58034,0.93477,4.64e-05,4.64e-05,4.64e-05
150,3890.74,1.16266,0.62924,0.94378,0.92249,0.87516,0.94563,0.5688,1.17826,0.58253,0.93504,3.32e-05,3.32e-05,3.32e-05
