epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,878.22,1.67996,0.99139,1.08846,0.89405,0.80663,0.90911,0.46564,1.425,0.82241,0.96235,0.0017228,0.0017228,0.0017228
23,919.444,1.60675,0.98712,1.07341,0.90476,0.76841,0.87463,0.4097,1.61086,0.88627,1.05775,0.0017096,0.0017096,0.0017096
24,960.555,1.62548,0.96527,1.08717,0.93645,0.84559,0.90137,0.47823,1.4307,0.79354,0.99645,0.0016964,0.0016964,0.0016964
25,1001.59,1.6251,0.9776,1.09443,0.88124,0.83824,0.85162,0.42612,1.50577,0.89436,0.99312,0.0016832,0.0016832,0.0016832
26,1042.52,1.64981,0.98071,1.08476,0.87976,0.85294,0.90672,0.45436,1.44277,0.8318,0.98685,0.00167,0.00167,0.00167
27,1083.46,1.62998,1.02433,1.06886,0.91796,0.82276,0.89516,0.43516,1.4626,0.83791,0.99607,0.0016568,0.0016568,0.0016568
28,1124.3,1.60406,0.96118,1.05581,0.88426,0.83088,0.87907,0.45759,1.44665,0.80969,0.99174,0.0016436,0.0016436,0.0016436
29,1165.35,1.61935,0.96626,1.07198,0.73394,0.70993,0.78288,0.40063,1.3838,0.8896,0.96508,0.0016304,0.0016304,0.0016304
30,1206.38,1.58174,0.95695,1.069,0.90051,0.79867,0.86241,0.45937,1.36874,0.79584,0.96308,0.0016172,0.0016172,0.0016172
31,1246.8,1.58124,0.94546,1.08975,0.90555,0.84559,0.87517,0.4214,1.55512,0.82554,1.01146,0.001604,0.001604,0.001604
32,1287.71,1.57686,0.95063,1.07056,0.92856,0.86765,0.8989,0.49766,1.33948,0.74363,0.97154,0.0015908,0.0015908,0.0015908
33,1328.9,1.60463,0.94732,1.08709,0.93407,0.86029,0.91821,0.50078,1.30326,0.72685,0.96724,0.0015776,0.0015776,0.0015776
34,1369.52,1.57646,0.92286,1.05908,0.92464,0.85294,0.89739,0.46809,1.37228,0.78061,0.9733,0.0015644,0.0015644,0.0015644
35,1410.6,1.5547,0.94516,1.06177,0.92667,0.83624,0.91531,0.42579,1.5343,0.78778,1.0051,0.0015512,0.0015512,0.0015512
36,1451.71,1.5646,0.93119,1.03945,0.95678,0.82353,0.90236,0.48362,1.3907,0.74633,0.9921,0.001538,0.001538,0.001538
37,1492.76,1.57772,0.93926,1.05765,0.87479,0.76471,0.85466,0.42163,1.44204,0.82176,0.98536,0.0015248,0.0015248,0.0015248
38,1533.58,1.5583,0.92934,1.04337,0.85219,0.83088,0.86818,0.45973,1.35863,0.75503,0.96432,0.0015116,0.0015116,0.0015116
39,1574.65,1.55235,0.9243,1.06043,0.86182,0.87136,0.90586,0.47084,1.39632,0.78115,0.96416,0.0014984,0.0014984,0.0014984
40,1615.62,1.57146,0.95054,1.07212,0.93063,0.89706,0.94554,0.46557,1.40162,0.77301,0.97256,0.0014852,0.0014852,0.0014852
41,1656.34,1.52597,0.91791,1.0431,0.88715,0.80923,0.90333,0.47249,1.41242,0.76362,0.95724,0.001472,0.001472,0.001472
42,1697.35,1.55354,0.928,1.04718,0.93773,0.72794,0.85387,0.49427,1.27201,0.76557,0.9419,0.0014588,0.0014588,0.0014588
43,1738.55,1.51127,0.91037,1.067,0.89544,0.86765,0.8812,0.46229,1.34593,0.75016,0.94846,0.0014456,0.0014456,0.0014456
44,1779.06,1.50982,0.93503,1.05307,0.94203,0.83636,0.91448,0.5129,1.30847,0.70697,0.96622,0.0014324,0.0014324,0.0014324
45,1820.23,1.48791,0.88811,1.04157,0.92769,0.849,0.90033,0.47629,1.38526,0.76554,0.96163,0.0014192,0.0014192,0.0014192
46,1861.24,1.51486,0.909,1.04359,0.9231,0.83088,0.89201,0.4805,1.33209,0.72038,0.94156,0.001406,0.001406,0.001406
47,1901.77,1.53944,0.93742,1.05891,0.88054,0.86716,0.86734,0.46092,1.31838,0.77233,0.93761,0.0013928,0.0013928,0.0013928
48,1942.75,1.48617,0.87885,1.04866,0.94924,0.82498,0.92323,0.49494,1.34561,0.6981,0.98441,0.0013796,0.0013796,0.0013796
49,1983.62,1.51536,0.89841,1.02695,0.89968,0.85721,0.88615,0.4864,1.31996,0.71012,0.96855,0.0013664,0.0013664,0.0013664
50,2024.21,1.53693,0.8731,1.03852,0.93634,0.86524,0.91875,0.48823,1.31144,0.71128,0.96386,0.0013532,0.0013532,0.0013532
51,2065.51,1.5107,0.88679,1.05296,0.93012,0.88084,0.92594,0.51131,1.30444,0.73926,0.95206,0.00134,0.00134,0.00134
52,2106.53,1.51696,0.86937,1.02706,0.92762,0.84811,0.88267,0.49801,1.30244,0.69943,0.94838,0.0013268,0.0013268,0.0013268
53,2147.09,1.54115,0.8844,1.05547,0.88796,0.79412,0.8624,0.48412,1.2825,0.73587,0.93238,0.0013136,0.0013136,0.0013136
54,2188.44,1.51738,0.89016,1.05982,0.94274,0.84747,0.91982,0.50621,1.28131,0.71792,0.94306,0.0013004,0.0013004,0.0013004
55,2229.51,1.47526,0.87618,1.03421,0.91443,0.86765,0.91407,0.49596,1.3315,0.73462,0.96271,0.0012872,0.0012872,0.0012872
56,2270.11,1.50117,0.87764,1.02678,0.92512,0.86029,0.91209,0.52087,1.25589,0.69529,0.93649,0.001274,0.001274,0.001274
57,2311.12,1.48097,0.85423,1.0193,0.9224,0.78656,0.88633,0.49345,1.33406,0.74219,0.96272,0.0012608,0.0012608,0.0012608
58,2352.12,1.4897,0.87938,1.04509,0.92196,0.86871,0.91549,0.50773,1.30608,0.68935,0.96467,0.0012476,0.0012476,0.0012476
59,2392.91,1.47801,0.88313,1.02804,0.9048,0.83858,0.91905,0.52314,1.26918,0.69146,0.94267,0.0012344,0.0012344,0.0012344
60,2433.84,1.48774,0.86758,1.03275,0.94436,0.86029,0.93555,0.52332,1.23863,0.68054,0.921,0.0012212,0.0012212,0.0012212
61,2474.89,1.50702,0.86001,1.01491,0.92474,0.81618,0.91472,0.51438,1.23658,0.70574,0.91565,0.001208,0.001208,0.001208
62,2515.78,1.45848,0.85075,1.04254,0.90095,0.8026,0.90033,0.4844,1.28738,0.70197,0.94699,0.0011948,0.0011948,0.0011948
63,2556.3,1.46504,0.8454,1.01619,0.92633,0.85294,0.92588,0.51308,1.31201,0.69238,0.94527,0.0011816,0.0011816,0.0011816
64,2597.65,1.47615,0.87023,1.03465,0.93586,0.85827,0.92806,0.52225,1.21082,0.6698,0.92563,0.0011684,0.0011684,0.0011684
65,2638.6,1.44687,0.85621,1.01783,0.90931,0.88468,0.92949,0.51647,1.32886,0.68171,0.93237,0.0011552,0.0011552,0.0011552
66,2679.57,1.49694,0.89956,1.02436,0.88326,0.86029,0.91293,0.48629,1.2652,0.71307,0.92345,0.001142,0.001142,0.001142
67,2720.75,1.42633,0.83462,1.00592,0.88541,0.86765,0.92466,0.50922,1.34038,0.67023,0.97615,0.0011288,0.0011288,0.0011288
68,2761.89,1.43816,0.86404,1.00926,0.9122,0.82353,0.90504,0.4912,1.32182,0.71183,0.98223,0.0011156,0.0011156,0.0011156
69,2802.54,1.43151,0.86001,1.01508,0.93666,0.86984,0.92375,0.5234,1.25221,0.67133,0.93521,0.0011024,0.0011024,0.0011024
70,2843.28,1.42677,0.80422,1.00413,0.89641,0.86029,0.90846,0.50091,1.22829,0.67287,0.91507,0.0010892,0.0010892,0.0010892
71,2884.2,1.42552,0.8234,1.01902,0.91558,0.85294,0.92263,0.50687,1.32964,0.70375,0.95575,0.001076,0.001076,0.001076
72,2924.85,1.45347,0.82174,0.99267,0.92581,0.875,0.91379,0.51619,1.31737,0.67318,0.94609,0.0010628,0.0010628,0.0010628
73,2965.68,1.39813,0.79866,1.01519,0.92721,0.84292,0.92151,0.52505,1.25748,0.66237,0.93334,0.0010496,0.0010496,0.0010496
74,3006.63,1.41989,0.80784,1.01398,0.89903,0.78563,0.88885,0.45034,1.40816,0.73308,0.96087,0.0010364,0.0010364,0.0010364
75,3047.17,1.45677,0.84378,1.02797,0.86258,0.83076,0.89573,0.48258,1.25492,0.70357,0.92883,0.0010232,0.0010232,0.0010232
76,3088.29,1.42636,0.79614,1.01324,0.95129,0.8617,0.94345,0.53644,1.23325,0.65618,0.92596,0.00101,0.00101,0.00101
77,3129.43,1.43154,0.81595,1.02426,0.91912,0.83557,0.91646,0.5341,1.22566,0.65793,0.94468,0.0009968,0.0009968,0.0009968
78,3170.05,1.41572,0.81702,1.02571,0.90461,0.86765,0.91709,0.53114,1.27456,0.64049,0.94515,0.0009836,0.0009836,0.0009836
79,3211.87,1.4288,0.80441,1.01038,0.91111,0.829,0.90465,0.51723,1.26668,0.67815,0.94371,0.0009704,0.0009704,0.0009704
80,3252.62,1.41888,0.82265,0.99477,0.91447,0.85294,0.92269,0.51882,1.26673,0.68681,0.9293,0.0009572,0.0009572,0.0009572
81,3293.55,1.37833,0.76965,1.00055,0.90518,0.875,0.91311,0.51106,1.23207,0.67824,0.94071,0.000944,0.000944,0.000944
82,3334.35,1.38005,0.80522,1.00074,0.8866,0.86229,0.92466,0.51434,1.21624,0.68083,0.91939,0.0009308,0.0009308,0.0009308
83,3375.43,1.3775,0.76864,0.98639,0.92041,0.86029,0.92539,0.51074,1.27531,0.64583,0.9253,0.0009176,0.0009176,0.0009176
84,3416.48,1.37672,0.78784,1.00942,0.90263,0.88613,0.92348,0.53593,1.20557,0.62778,0.92912,0.0009044,0.0009044,0.0009044
85,3456.88,1.39499,0.76998,1.01622,0.85418,0.81837,0.88492,0.46304,1.38311,0.70504,0.96103,0.0008912,0.0008912,0.0008912
86,3497.67,1.39655,0.75674,1.00748,0.92162,0.86765,0.92662,0.54057,1.22161,0.61719,0.91661,0.000878,0.000878,0.000878
87,3539.12,1.35583,0.74712,0.9828,0.89986,0.875,0.92634,0.52979,1.20675,0.62201,0.9132,0.0008648,0.0008648,0.0008648
88,3579.54,1.42537,0.78974,1.01878,0.89921,0.88235,0.92636,0.47825,1.35588,0.68887,0.93687,0.0008516,0.0008516,0.0008516
89,3620.66,1.39151,0.77218,0.9833,0.90058,0.8659,0.91078,0.53374,1.19921,0.62644,0.93338,0.0008384,0.0008384,0.0008384
90,3661.79,1.3949,0.76243,1.00164,0.90282,0.85294,0.92513,0.52987,1.27137,0.64711,0.95597,0.0008252,0.0008252,0.0008252
91,3702.48,1.36941,0.78057,1.00392,0.88464,0.86765,0.90575,0.52033,1.20333,0.64348,0.93174,0.000812,0.000812,0.000812
92,3743.3,1.36193,0.77409,1.00576,0.92224,0.875,0.93207,0.54416,1.23444,0.62102,0.9548,0.0007988,0.0007988,0.0007988
93,3784.13,1.36981,0.76485,0.99647,0.9262,0.89706,0.92724,0.55285,1.22711,0.60825,0.96799,0.0007856,0.0007856,0.0007856
94,3824.66,1.38771,0.74987,0.98761,0.93645,0.86678,0.93589,0.54578,1.2313,0.63394,0.92707,0.0007724,0.0007724,0.0007724
95,3865.61,1.36877,0.75842,0.98647,0.90855,0.85294,0.91951,0.51303,1.27617,0.681,0.98082,0.0007592,0.0007592,0.0007592
96,3906.49,1.36859,0.76352,0.99695,0.91159,0.83824,0.92028,0.54442,1.20632,0.6406,0.94993,0.000746,0.000746,0.000746
97,3947.1,1.36769,0.77807,0.98819,0.93028,0.875,0.9203,0.55171,1.17193,0.62146,0.94434,0.0007328,0.0007328,0.0007328
98,3988.17,1.34,0.75235,0.98966,0.92613,0.82962,0.92155,0.53061,1.23661,0.64224,0.94472,0.0007196,0.0007196,0.0007196
99,4029.45,1.33502,0.7375,0.98355,0.92822,0.875,0.94164,0.558,1.1778,0.60763,0.92518,0.0007064,0.0007064,0.0007064
100,4070.3,1.34191,0.76478,1.00651,0.93319,0.83088,0.92275,0.52364,1.2546,0.64406,0.93229,0.0006932,0.0006932,0.0006932
101,4111.27,1.34659,0.76047,0.99308,0.91895,0.88971,0.94284,0.53435,1.28544,0.63178,0.9999,0.00068,0.00068,0.00068
102,4151.88,1.34398,0.73465,0.97964,0.92909,0.80147,0.91452,0.53716,1.23301,0.64551,0.94538,0.0006668,0.0006668,0.0006668
103,4192.43,1.34371,0.74549,0.98212,0.93211,0.90856,0.92918,0.55383,1.19767,0.60602,0.93104,0.0006536,0.0006536,0.0006536
104,4233.23,1.34783,0.7575,0.97279,0.93542,0.85209,0.92624,0.54123,1.22431,0.61334,0.94768,0.0006404,0.0006404,0.0006404
105,4274.39,1.32078,0.72498,0.97884,0.87899,0.83088,0.89556,0.52644,1.25761,0.63508,0.93922,0.0006272,0.0006272,0.0006272
106,4315.28,1.33013,0.71468,0.98386,0.90264,0.81809,0.91182,0.50015,1.29789,0.6612,0.94506,0.000614,0.000614,0.000614
107,4356.04,1.30798,0.72134,0.96796,0.91816,0.86765,0.92849,0.55391,1.22562,0.62016,0.95471,0.0006008,0.0006008,0.0006008
108,4396.92,1.2995,0.71281,0.98441,0.91468,0.86707,0.93032,0.5377,1.25715,0.62105,0.95314,0.0005876,0.0005876,0.0005876
109,4438.05,1.35132,0.71193,1.00024,0.91691,0.89256,0.90895,0.54517,1.26855,0.63899,0.95973,0.0005744,0.0005744,0.0005744
110,4478.72,1.32519,0.71631,0.97603,0.89859,0.82353,0.91679,0.53322,1.26309,0.63789,0.93794,0.0005612,0.0005612,0.0005612
111,4519.92,1.31128,0.7265,0.97098,0.90569,0.84733,0.92706,0.54039,1.19421,0.63427,0.91876,0.000548,0.000548,0.000548
112,4561.03,1.315,0.72086,0.97284,0.88658,0.83824,0.89157,0.53955,1.19207,0.63872,0.91865,0.0005348,0.0005348,0.0005348
113,4601.55,1.26822,0.68797,0.97632,0.91544,0.84559,0.91278,0.54355,1.19361,0.60227,0.91096,0.0005216,0.0005216,0.0005216
114,4642.38,1.31346,0.70298,0.97245,0.91434,0.85294,0.92903,0.56254,1.16446,0.58922,0.91852,0.0005084,0.0005084,0.0005084
115,4683.62,1.30094,0.71122,0.95876,0.93512,0.86765,0.93306,0.56582,1.19539,0.59753,0.92388,0.0004952,0.0004952,0.0004952
116,4724.28,1.31955,0.69083,0.97199,0.92799,0.85294,0.92252,0.56122,1.19833,0.60019,0.92831,0.000482,0.000482,0.000482
117,4765.14,1.29026,0.68268,0.97401,0.91588,0.84559,0.9155,0.54472,1.20054,0.60881,0.93097,0.0004688,0.0004688,0.0004688
118,4806.23,1.29011,0.69449,0.979,0.89814,0.85294,0.91884,0.55192,1.17463,0.60087,0.92545,0.0004556,0.0004556,0.0004556
119,4846.92,1.30282,0.70231,0.96228,0.89202,0.85042,0.90938,0.56489,1.1606,0.59857,0.92016,0.0004424,0.0004424,0.0004424
120,4888.02,1.27181,0.68433,0.96245,0.90747,0.88235,0.93053,0.57183,1.1786,0.57411,0.92671,0.0004292,0.0004292,0.0004292
121,4928.91,1.27943,0.69858,0.97069,0.92535,0.86029,0.92085,0.56248,1.19476,0.6062,0.92335,0.000416,0.000416,0.000416
122,4969.57,1.27758,0.69951,0.96628,0.90027,0.86288,0.92302,0.54981,1.20653,0.61839,0.92535,0.0004028,0.0004028,0.0004028
123,5010.67,1.29759,0.69641,0.97726,0.90011,0.86137,0.92293,0.55086,1.19798,0.60553,0.93625,0.0003896,0.0003896,0.0003896
124,5051.92,1.30879,0.70992,0.96743,0.93647,0.875,0.9383,0.55651,1.19487,0.60629,0.92256,0.0003764,0.0003764,0.0003764
125,5092.76,1.26366,0.65789,0.96727,0.92888,0.86437,0.93069,0.57564,1.15746,0.5817,0.92805,0.0003632,0.0003632,0.0003632
126,5133.81,1.30223,0.68293,0.96613,0.928,0.85292,0.92438,0.55431,1.1922,0.57213,0.94288,0.00035,0.00035,0.00035
127,5175.05,1.27916,0.70621,0.94728,0.90695,0.86,0.92025,0.55682,1.23265,0.59488,0.95578,0.0003368,0.0003368,0.0003368
128,5216.08,1.26698,0.68444,0.97174,0.93349,0.875,0.93595,0.57041,1.19503,0.5743,0.92334,0.0003236,0.0003236,0.0003236
129,5256.56,1.24228,0.67599,0.95714,0.8975,0.85294,0.91408,0.56403,1.18769,0.58391,0.93023,0.0003104,0.0003104,0.0003104
130,5297.24,1.26229,0.67069,0.94709,0.9086,0.83088,0.91336,0.5602,1.1818,0.57973,0.92744,0.0002972,0.0002972,0.0002972
131,5338.13,1.27504,0.6823,0.96116,0.90639,0.85435,0.92787,0.56766,1.19919,0.58964,0.9649,0.000284,0.000284,0.000284
132,5378.61,1.24899,0.67782,0.94505,0.90609,0.81618,0.90723,0.55447,1.20188,0.58516,0.94181,0.0002708,0.0002708,0.0002708
133,5419.47,1.23869,0.65184,0.95124,0.90899,0.86029,0.92076,0.56568,1.19861,0.59067,0.92459,0.0002576,0.0002576,0.0002576
134,5460.52,1.18418,0.64316,0.9415,0.90553,0.86029,0.92465,0.5712,1.19116,0.57598,0.93242,0.0002444,0.0002444,0.0002444
135,5500.8,1.23436,0.64015,0.95328,0.91462,0.86642,0.92615,0.56475,1.20311,0.57832,0.93127,0.0002312,0.0002312,0.0002312
136,5541.75,1.21687,0.641,0.94691,0.91496,0.85294,0.92578,0.56868,1.19426,0.5579,0.95071,0.000218,0.000218,0.000218
137,5582.95,1.25813,0.65153,0.95572,0.92771,0.875,0.94145,0.57228,1.20619,0.57483,0.94506,0.0002048,0.0002048,0.0002048
138,5623.72,1.20786,0.66554,0.95294,0.90695,0.86029,0.91839,0.55923,1.21063,0.58854,0.93808,0.0001916,0.0001916,0.0001916
139,5664.75,1.21545,0.63589,0.94988,0.9052,0.8425,0.91754,0.56581,1.18773,0.56587,0.9201,0.0001784,0.0001784,0.0001784
140,5706,1.224,0.64723,0.95052,0.91192,0.86029,0.93543,0.57346,1.19325,0.57673,0.93338,0.0001652,0.0001652,0.0001652
141,5745.12,1.23733,0.65319,0.98514,0.92939,0.87107,0.93987,0.55502,1.22666,0.582,0.94077,0.000152,0.000152,0.000152
142,5784.41,1.22347,0.63978,0.96225,0.94679,0.83824,0.93645,0.55545,1.2395,0.6123,0.93975,0.0001388,0.0001388,0.0001388
143,5823.56,1.20237,0.64516,0.95592,0.9215,0.86029,0.92735,0.55718,1.2251,0.5958,0.94025,0.0001256,0.0001256,0.0001256
144,5862.59,1.21314,0.63847,0.95871,0.91249,0.83824,0.92334,0.56374,1.20834,0.5848,0.94754,0.0001124,0.0001124,0.0001124
145,5902.01,1.23267,0.65834,0.96966,0.92855,0.86001,0.93888,0.5642,1.21046,0.57238,0.94106,9.92e-05,9.92e-05,9.92e-05
146,5941.43,1.20784,0.6439,0.95611,0.90009,0.86765,0.92729,0.56052,1.18558,0.57894,0.94519,8.6e-05,8.6e-05,8.6e-05
147,5980.43,1.19876,0.65207,0.96519,0.89984,0.85878,0.92044,0.55916,1.20976,0.58985,0.94377,7.28e-05,7.28e-05,7.28e-05
148,6019.69,1.18576,0.64891,0.96201,0.94015,0.84559,0.93462,0.56376,1.20402,0.57634,0.95162,5.96e-05,5.96e-05,5.96e-05
149,6058.81,1.21065,0.64534,0.97816,0.92349,0.875,0.93651,0.56768,1.20368,0.57877,0.9572,4.64e-05,4.64e-05,4.64e-05
150,6097.85,1.16791,0.63249,0.94799,0.89437,0.875,0.93173,0.56456,1.20969,0.5821,0.95301,3.32e-05,3.32e-05,3.32e-05
